epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
20,0.8087619543075562,9.999999747378752e-06,0.5653544068336487,0.8799715638160706,0.3586617708206177
21,0.8395633697509766,9.999999747378752e-06,0.47490113973617554,0.8700284361839294,0.3851005434989929
22,0.8567583560943604,9.999999747378752e-06,0.42047473788261414,0.8707386255264282,0.37096989154815674
23,0.8706638813018799,4.999999873689376e-06,0.39620441198349,0.8778409361839294,0.35639020800590515
24,0.8714115023612976,4.999999873689376e-06,0.3779172897338867,0.8920454382896423,0.3249874413013458
25,0.880382776260376,4.999999873689376e-06,0.3629034161567688,0.8821022510528564,0.3456580340862274
